id_venda,data_venda,id_cliente,id_produto,canal_venda,quantidade,preco_unitario
VND-0013713,2024-11-30T14:49:08,CLI-00032,PROD-0016,Midia Paga,1,3279.91
VND-0001075,2024-11-30T14:58:15,CLI-00053,PROD-0078,Midia Paga,1,432.16
VND-0005861,2024-11-30T15:09:01,CLI-00046,PROD-0076,Redes Sociais,4,404.18
VND-0002719,2024-11-30T15:22:28,CLI-00022,PROD-0030,Site,1,72.41
VND-0000268,2024-11-30T15:49:09,CLI-00034,PROD-0070,Midia Paga,1,227.87
VND-0013015,2024-11-30T16:30:58,CLI-00049,PROD-0043,Midia Paga,1,667.61
VND-0007546,2024-11-30T16:36:55,CLI-00156,PROD-0071,App Mobile,2,28.01
VND-0014278,2024-11-30T16:43:21,CLI-00002,PROD-0052,App Mobile,3,40.47
VND-0010249,2024-11-30T16:57:37,CLI-00033,PROD-0044,App Mobile,1,453.21
VND-0012907,2024-11-30T17:07:36,CLI-00007,PROD-0039,Midia Paga,1,1151.51
VND-0009281,2024-11-30T17:08:10,CLI-00264,PROD-0008,Loja Física,5,1388.16
VND-0006344,2024-11-30T17:29:24,CLI-00433,PROD-0044,App Mobile,1,369.18
VND-0003908,2024-11-30T17:36:50,CLI-00070,PROD-0031,App Mobile,2,715.06
VND-0008743,2024-11-30T17:47:36,CLI-00064,PROD-0024,Midia Paga,1,400.56
VND-0010233,2024-11-30T18:39:10,CLI-00417,PROD-0011,Midia Paga,3,5164.28
VND-0012074,2024-11-30T19:16:15,CLI-00378,PROD-0050,Site,2,458.48
VND-0000901,2024-11-30T19:20:00,CLI-00014,PROD-0046,App Mobile,3,586.05
VND-0005535,2024-11-30T19:23:48,CLI-00039,PROD-0065,App Mobile,1,133.04
VND-0004984,2024-11-30T19:34:59,CLI-00376,PROD-0056,App Mobile,4,27.43
VND-0007568,2024-11-30T20:19:44,CLI-00415,PROD-0004,Site,1,4181.0
VND-0008680,2024-11-30T20:25:20,CLI-00179,PROD-0014,WhatsApp,5,4433.75
VND-0005527,2024-11-30T20:38:19,CLI-00008,PROD-0064,Site,2,211.25
VND-0004524,2024-11-30T20:58:16,CLI-00046,PROD-0030,App Mobile,1,56.87
VND-0008017,2024-12-01T03:49:18,CLI-00033,PROD-0055,App Mobile,1,38.85
VND-0006637,2024-12-01T06:39:36,CLI-00013,PROD-0002,Site,5,4861.72
VND-0004502,2024-12-01T07:02:30,CLI-00100,PROD-0018,App Mobile,1,5166.06
VND-0003245,2024-12-01T09:01:06,CLI-00086,PROD-0023,Midia Paga,1,328.82
VND-0007652,2024-12-01T09:03:51,CLI-00045,PROD-0066,Marketplace,1,283.56
VND-0003295,2024-12-01T09:05:18,CLI-00001,PROD-0021,Midia Paga,1,380.25
VND-0014891,2024-12-01T09:13:58,CLI-00225,PROD-0030,App Mobile,2,56.03
VND-0005869,2024-12-01T09:40:19,CLI-00057,PROD-0080,App Mobile,1,67.8
VND-0013976,2024-12-01T10:05:59,CLI-00195,PROD-0024,App Mobile,2,340.51
VND-0001237,2024-12-01T10:46:36,CLI-00066,PROD-0009,App Mobile,1,2949.41
VND-0005570,2024-12-01T10:55:23,CLI-00096,PROD-0077,Midia Paga,1,225.15
VND-0013527,2024-12-01T11:14:00,CLI-00307,PROD-0072,WhatsApp,4,407.19
VND-0011744,2024-12-01T11:50:34,CLI-00065,PROD-0079,Midia Paga,1,442.94
VND-0009444,2024-12-01T12:21:57,CLI-00136,PROD-0074,App Mobile,3,223.19
VND-0006729,2024-12-01T12:29:24,CLI-00493,PROD-0002,Site,1,3755.44
VND-0001072,2024-12-01T13:09:20,CLI-00140,PROD-0001,Redes Sociais,2,3246.16
VND-0011219,2024-12-01T13:12:13,CLI-00375,PROD-0022,Site,2,106.34
VND-0001066,2024-12-01T14:18:14,CLI-00113,PROD-0030,App Mobile,2,63.33
VND-0007868,2024-12-01T14:26:25,CLI-00097,PROD-0039,App Mobile,1,1128.42
VND-0000375,2024-12-01T14:31:59,CLI-00092,PROD-0010,Email Marketing,2,3132.04
VND-0010312,2024-12-01T15:27:09,CLI-00096,PROD-0036,Midia Paga,3,299.05
VND-0013447,2024-12-01T15:56:13,CLI-00032,PROD-0048,App Mobile,1,205.68
VND-0014499,2024-12-01T15:59:14,CLI-00006,PROD-0003,Marketplace,4,2014.74
VND-0004091,2024-12-01T16:06:31,CLI-00095,PROD-0043,App Mobile,1,747.04
VND-0011161,2024-12-01T16:10:24,CLI-00017,PROD-0026,Organico,1,176.76
VND-0011224,2024-12-01T16:15:42,CLI-00487,PROD-0013,Organico,2,5463.39
VND-0003285,2024-12-01T16:45:37,CLI-00014,PROD-0052,App Mobile,1,39.38
VND-0003499,2024-12-01T17:35:27,CLI-00388,PROD-0030,Email Marketing,1,67.88
VND-0007886,2024-12-01T17:39:10,CLI-00158,PROD-0066,Email Marketing,1,228.8
VND-0000172,2024-12-01T18:05:14,CLI-00387,PROD-0024,Organico,3,417.96
VND-0011046,2024-12-01T18:22:05,CLI-00026,PROD-0041,Midia Paga,5,171.35
VND-0007031,2024-12-01T18:47:13,CLI-00008,PROD-0008,Site,1,1574.41
VND-0012382,2024-12-01T19:45:23,CLI-00007,PROD-0059,Marketplace,1,103.7
VND-0000046,2024-12-01T20:08:44,CLI-00097,PROD-0053,Redes Sociais,1,167.48
VND-0013606,2024-12-01T20:11:03,CLI-00494,PROD-0066,Site,1,286.08
VND-0003303,2024-12-01T20:31:47,CLI-00045,PROD-0044,Midia Paga,1,354.98
VND-0003569,2024-12-01T20:59:45,CLI-00124,PROD-0022,App Mobile,1,126.57
VND-0010533,2024-12-01T22:36:53,CLI-00371,PROD-0027,Site,1,182.94
VND-0013569,2024-12-02T01:07:00,CLI-00025,PROD-0035,App Mobile,3,697.04
VND-0012073,2024-12-02T02:45:52,CLI-00014,PROD-0022,App Mobile,4,110.85
VND-0013002,2024-12-02T06:05:45,CLI-00010,PROD-0008,Site,1,1700.42
VND-0001794,2024-12-02T06:11:37,CLI-00380,PROD-0048,Midia Paga,1,242.29
VND-0007477,2024-12-02T06:19:57,CLI-00015,PROD-0074,Site,4,199.51
VND-0002281,2024-12-02T07:30:19,CLI-00332,PROD-0055,Midia Paga,1,48.07
VND-0007682,2024-12-02T07:50:34,CLI-00013,PROD-0031,Site,1,630.58
VND-0006501,2024-12-02T07:58:39,CLI-00098,PROD-0042,Site,1,723.15
VND-0010388,2024-12-02T08:46:32,CLI-00019,PROD-0071,Site,1,32.37
VND-0005100,2024-12-02T09:33:07,CLI-00088,PROD-0011,Site,2,5254.93
VND-0003052,2024-12-02T10:07:07,CLI-00044,PROD-0021,App Mobile,3,363.22
VND-0013912,2024-12-02T10:54:24,CLI-00016,PROD-0030,Midia Paga,1,61.22
VND-0002159,2024-12-02T10:54:37,CLI-00022,PROD-0013,Loja Física,1,5084.96
VND-0007177,2024-12-02T11:18:04,CLI-00419,PROD-0062,Site,1,93.81
VND-0014420,2024-12-02T11:42:38,CLI-00003,PROD-0059,Midia Paga,1,129.3
VND-0001052,2024-12-02T11:55:49,CLI-00036,PROD-0023,App Mobile,1,352.66
VND-0003617,2024-12-02T13:04:21,CLI-00147,PROD-0016,Midia Paga,1,3344.08
VND-0002515,2024-12-02T13:27:15,CLI-00414,PROD-0051,App Mobile,1,139.19
VND-0010949,2024-12-02T13:56:18,CLI-00059,PROD-0020,App Mobile,1,7104.88
VND-0009501,2024-12-02T14:03:59,CLI-00068,PROD-0068,Email Marketing,2,104.06
VND-0003237,2024-12-02T14:12:15,CLI-00001,PROD-0019,Loja Física,4,4849.16
VND-0007097,2024-12-02T14:24:27,CLI-00014,PROD-0017,Midia Paga,1,2970.11
VND-0000089,2024-12-02T14:24:54,CLI-00089,PROD-0002,App Mobile,2,4898.26
VND-0009022,2024-12-02T14:29:18,CLI-00296,PROD-0002,App Mobile,1,4047.72
VND-0003471,2024-12-02T14:33:34,CLI-00064,PROD-0062,Organico,1,101.35
VND-0000524,2024-12-02T14:48:57,CLI-00016,PROD-0012,App Mobile,1,6496.87
VND-0009745,2024-12-02T15:14:05,CLI-00421,PROD-0074,Site,1,224.01
VND-0011250,2024-12-02T15:18:40,CLI-00245,PROD-0057,Site,2,108.54
VND-0002536,2024-12-02T16:25:50,CLI-00313,PROD-0065,Site,2,161.69
VND-0013559,2024-12-02T16:35:26,CLI-00052,PROD-0018,Loja Física,4,4878.61
VND-0011514,2024-12-02T16:57:25,CLI-00142,PROD-0077,App Mobile,4,182.34
VND-0009175,2024-12-02T16:58:42,CLI-00003,PROD-0066,Site,1,224.4
VND-0008860,2024-12-02T17:15:32,CLI-00080,PROD-0067,App Mobile,1,210.78
VND-0002456,2024-12-02T17:17:47,CLI-00386,PROD-0036,App Mobile,1,289.86
VND-0012142,2024-12-02T17:47:17,CLI-00034,PROD-0077,Midia Paga,1,195.91
VND-0007129,2024-12-02T18:33:41,CLI-00029,PROD-0018,App Mobile,1,5001.7
VND-0003183,2024-12-02T18:57:56,CLI-00095,PROD-0013,WhatsApp,1,5132.21
VND-0011201,2024-12-02T19:00:31,CLI-00088,PROD-0008,App Mobile,2,1397.03
VND-0014039,2024-12-02T19:06:24,CLI-00055,PROD-0001,Site,1,3185.83
VND-0008812,2024-12-02T19:18:06,CLI-00093,PROD-0065,Midia Paga,5,132.77
VND-0001467,2024-12-02T19:21:09,CLI-00397,PROD-0015,Midia Paga,5,2677.8
VND-0011407,2024-12-02T19:27:35,CLI-00349,PROD-0047,Midia Paga,2,84.43
VND-0007268,2024-12-02T19:50:00,CLI-00151,PROD-0067,Marketplace,1,176.41
VND-0006099,2024-12-02T20:05:04,CLI-00200,PROD-0028,WhatsApp,1,454.07
VND-0000302,2024-12-02T21:59:51,CLI-00428,PROD-0064,App Mobile,2,229.72
VND-0010372,2024-12-02T22:28:12,CLI-00014,PROD-0070,Midia Paga,1,191.6
VND-0010943,2024-12-03T01:16:08,CLI-00298,PROD-0010,Site,5,4023.62
VND-0014076,2024-12-03T01:22:33,CLI-00268,PROD-0005,Midia Paga,2,3555.81
VND-0006692,2024-12-03T02:05:20,CLI-00276,PROD-0021,Midia Paga,4,367.88
VND-0001180,2024-12-03T02:41:47,CLI-00011,PROD-0046,WhatsApp,4,629.7
VND-0010528,2024-12-03T04:46:31,CLI-00030,PROD-0050,Marketplace,1,481.65
VND-0001239,2024-12-03T05:11:36,CLI-00083,PROD-0062,Midia Paga,2,100.68
VND-0010888,2024-12-03T06:18:24,CLI-00415,PROD-0058,App Mobile,2,24.98
VND-0004389,2024-12-03T08:24:34,CLI-00088,PROD-0015,Midia Paga,3,2493.67
VND-0011526,2024-12-03T08:43:36,CLI-00328,PROD-0046,App Mobile,1,533.1
VND-0009652,2024-12-03T09:12:58,CLI-00371,PROD-0065,Midia Paga,2,163.08
VND-0001895,2024-12-03T09:25:50,CLI-00230,PROD-0050,Midia Paga,1,380.03
VND-0012770,2024-12-03T10:14:25,CLI-00014,PROD-0036,Marketplace,1,321.13
VND-0012201,2024-12-03T10:29:18,CLI-00095,PROD-0074,WhatsApp,1,193.95
VND-0000818,2024-12-03T10:47:36,CLI-00392,PROD-0065,Site,2,150.5
VND-0001621,2024-12-03T11:45:48,CLI-00046,PROD-0008,Email Marketing,1,1774.45
VND-0003021,2024-12-03T12:23:15,CLI-00069,PROD-0017,App Mobile,1,3555.79
VND-0002096,2024-12-03T12:53:10,CLI-00098,PROD-0001,App Mobile,1,2819.56
VND-0002985,2024-12-03T13:37:21,CLI-00004,PROD-0003,Midia Paga,1,1752.71
VND-0010009,2024-12-03T14:09:26,CLI-00071,PROD-0026,App Mobile,1,157.6
VND-0000554,2024-12-03T14:13:17,CLI-00377,PROD-0065,Marketplace,4,138.07
VND-0011319,2024-12-03T14:57:21,CLI-00084,PROD-0075,Marketplace,2,268.34
VND-0012476,2024-12-03T15:25:21,CLI-00269,PROD-0080,Midia Paga,1,60.7
VND-0010547,2024-12-03T15:27:38,CLI-00364,PROD-0055,App Mobile,2,42.27
VND-0011762,2024-12-03T15:37:54,CLI-00081,PROD-0065,Midia Paga,1,136.59
VND-0010917,2024-12-03T15:47:41,CLI-00011,PROD-0069,Site,3,105.07
VND-0007303,2024-12-03T16:11:06,CLI-00066,PROD-0063,Redes Sociais,1,186.98
VND-0014118,2024-12-03T17:05:07,CLI-00477,PROD-0023,Midia Paga,3,381.82
VND-0004203,2024-12-03T17:29:46,CLI-00016,PROD-0065,App Mobile,1,158.28
VND-0007896,2024-12-03T17:40:41,CLI-00056,PROD-0037,Site,1,1063.62
VND-0000871,2024-12-03T17:53:22,CLI-00017,PROD-0040,App Mobile,4,312.8
VND-0007133,2024-12-03T18:11:30,CLI-00015,PROD-0073,WhatsApp,2,483.32
VND-0007583,2024-12-03T18:19:24,CLI-00494,PROD-0062,Midia Paga,1,108.04
VND-0013652,2024-12-03T18:50:37,CLI-00423,PROD-0075,App Mobile,4,247.38
VND-0007103,2024-12-03T18:57:48,CLI-00019,PROD-0046,WhatsApp,1,580.73
VND-0005965,2024-12-03T19:09:31,CLI-00019,PROD-0042,Marketplace,1,630.71
VND-0005511,2024-12-03T19:11:30,CLI-00364,PROD-0062,App Mobile,1,117.1
VND-0012992,2024-12-03T20:43:20,CLI-00383,PROD-0036,Email Marketing,2,293.52
VND-0002265,2024-12-03T22:03:07,CLI-00268,PROD-0044,Redes Sociais,2,404.8
VND-0009870,2024-12-03T22:04:14,CLI-00061,PROD-0010,Site,1,3710.52
VND-0014745,2024-12-03T22:47:36,CLI-00287,PROD-0027,Midia Paga,2,169.63
VND-0008181,2024-12-04T02:29:32,CLI-00080,PROD-0051,Midia Paga,2,152.74
VND-0007001,2024-12-04T02:54:47,CLI-00007,PROD-0052,Marketplace,1,48.4
VND-0009611,2024-12-04T05:31:24,CLI-00069,PROD-0033,Redes Sociais,4,341.56
VND-0014850,2024-12-04T05:48:21,CLI-00023,PROD-0016,App Mobile,1,3445.7
VND-0012530,2024-12-04T07:08:54,CLI-00013,PROD-0003,Email Marketing,1,1827.4
VND-0006603,2024-12-04T09:00:47,CLI-00086,PROD-0018,Email Marketing,1,5265.14
VND-0012904,2024-12-04T09:12:39,CLI-00278,PROD-0015,Email Marketing,1,2196.06
VND-0011827,2024-12-04T09:14:10,CLI-00018,PROD-0075,Site,1,276.8
VND-0011668,2024-12-04T09:27:08,CLI-00093,PROD-0015,Loja Física,1,2856.62
VND-0012333,2024-12-04T09:51:03,CLI-00064,PROD-0060,Midia Paga,1,124.78
VND-0014365,2024-12-04T09:52:05,CLI-00010,PROD-0040,Redes Sociais,3,287.88
VND-0007802,2024-12-04T10:02:04,CLI-00330,PROD-0032,WhatsApp,1,870.11
VND-0006241,2024-12-04T10:13:29,CLI-00031,PROD-0055,Midia Paga,2,45.35
VND-0006187,2024-12-04T10:33:23,CLI-00073,PROD-0007,Midia Paga,2,3737.85
VND-0009263,2024-12-04T10:34:05,CLI-00358,PROD-0039,Marketplace,1,1208.49
VND-0013808,2024-12-04T10:41:50,CLI-00026,PROD-0074,Midia Paga,1,187.73
VND-0001283,2024-12-04T11:20:53,CLI-00084,PROD-0078,Midia Paga,1,339.08
VND-0010393,2024-12-04T11:58:14,CLI-00445,PROD-0074,App Mobile,1,212.22
VND-0006640,2024-12-04T12:44:54,CLI-00332,PROD-0015,Site,1,2882.63
VND-0005405,2024-12-04T12:57:21,CLI-00095,PROD-0021,Site,5,300.86
VND-0003198,2024-12-04T13:19:41,CLI-00012,PROD-0043,Email Marketing,1,748.56
VND-0010099,2024-12-04T13:40:16,CLI-00053,PROD-0072,Midia Paga,1,443.92
VND-0005269,2024-12-04T14:03:48,CLI-00435,PROD-0069,Redes Sociais,4,105.67
VND-0002226,2024-12-04T14:08:01,CLI-00034,PROD-0022,WhatsApp,1,132.04
VND-0006897,2024-12-04T14:26:29,CLI-00063,PROD-0060,App Mobile,2,139.61
VND-0010005,2024-12-04T14:37:42,CLI-00018,PROD-0040,WhatsApp,3,287.82
VND-0011540,2024-12-04T14:44:35,CLI-00358,PROD-0076,Midia Paga,2,396.74
VND-0008459,2024-12-04T15:10:16,CLI-00070,PROD-0049,App Mobile,1,137.13
VND-0003959,2024-12-04T15:37:24,CLI-00077,PROD-0006,Site,5,562.19
VND-0011830,2024-12-04T16:46:40,CLI-00387,PROD-0066,App Mobile,4,223.29
VND-0011880,2024-12-04T16:48:02,CLI-00088,PROD-0055,Site,2,35.95
VND-0014911,2024-12-04T16:49:38,CLI-00033,PROD-0039,App Mobile,4,969.47
VND-0011516,2024-12-04T16:51:24,CLI-00256,PROD-0033,Marketplace,1,346.65
VND-0012132,2024-12-04T16:56:39,CLI-00014,PROD-0039,App Mobile,3,1187.23
VND-0004759,2024-12-04T17:03:26,CLI-00275,PROD-0034,App Mobile,1,371.75
VND-0013448,2024-12-04T17:35:04,CLI-00037,PROD-0018,Site,1,5464.43
VND-0011617,2024-12-04T17:49:13,CLI-00043,PROD-0002,Midia Paga,1,4599.09
VND-0006103,2024-12-04T18:06:23,CLI-00082,PROD-0022,Marketplace,1,124.24
VND-0010394,2024-12-04T18:10:38,CLI-00026,PROD-0019,App Mobile,1,3909.25
VND-0001705,2024-12-04T19:57:11,CLI-00305,PROD-0047,Marketplace,1,63.84
VND-0014291,2024-12-04T20:10:59,CLI-00406,PROD-0041,App Mobile,4,225.6
VND-0010100,2024-12-04T21:04:40,CLI-00027,PROD-0050,Midia Paga,2,427.85
VND-0005964,2024-12-04T21:36:24,CLI-00067,PROD-0068,App Mobile,2,95.59
VND-0005484,2024-12-04T21:55:03,CLI-00170,PROD-0007,App Mobile,1,4337.42
VND-0002404,2024-12-04T22:10:04,CLI-00187,PROD-0013,Site,1,4962.66
VND-0014858,2024-12-04T22:20:18,CLI-00011,PROD-0022,Midia Paga,3,117.1
VND-0004991,2024-12-04T22:29:10,CLI-00261,PROD-0017,App Mobile,1,3514.93
VND-0002614,2024-12-04T22:31:11,CLI-00069,PROD-0032,Midia Paga,1,958.91
VND-0009238,2024-12-04T23:18:32,CLI-00049,PROD-0060,WhatsApp,1,134.7
VND-0007306,2024-12-05T05:26:20,CLI-00086,PROD-0049,Site,5,149.91
VND-0005653,2024-12-05T06:11:42,CLI-00051,PROD-0025,App Mobile,2,154.53
VND-0009320,2024-12-05T08:42:23,CLI-00071,PROD-0013,Marketplace,2,4650.63
VND-0010655,2024-12-05T09:25:39,CLI-00097,PROD-0064,App Mobile,3,224.01
VND-0001588,2024-12-05T09:25:54,CLI-00202,PROD-0012,Site,1,5148.3
VND-0014585,2024-12-05T09:56:03,CLI-00098,PROD-0069,Site,3,116.83
VND-0009732,2024-12-05T10:18:31,CLI-00241,PROD-0023,Loja Física,2,428.25
VND-0003741,2024-12-05T10:42:34,CLI-00089,PROD-0020,App Mobile,2,8052.96
VND-0003708,2024-12-05T10:49:20,CLI-00416,PROD-0053,Site,1,142.57
VND-0003367,2024-12-05T11:04:51,CLI-00090,PROD-0042,App Mobile,1,729.86
VND-0007469,2024-12-05T11:08:18,CLI-00034,PROD-0043,Site,1,694.29
VND-0005157,2024-12-05T11:08:24,CLI-00012,PROD-0065,Midia Paga,3,141.32
VND-0007821,2024-12-05T11:30:05,CLI-00065,PROD-0011,App Mobile,3,5253.3
VND-0000164,2024-12-05T11:53:53,CLI-00304,PROD-0075,Midia Paga,3,231.52
VND-0010359,2024-12-05T12:37:16,CLI-00375,PROD-0054,App Mobile,1,150.74
VND-0000504,2024-12-05T12:42:04,CLI-00079,PROD-0012,Site,2,5420.67
VND-0007852,2024-12-05T13:41:05,CLI-00472,PROD-0002,App Mobile,3,4207.65
VND-0013736,2024-12-05T14:00:52,CLI-00233,PROD-0057,Redes Sociais,1,106.96
VND-0005207,2024-12-05T14:19:00,CLI-00087,PROD-0032,App Mobile,3,835.24
VND-0012266,2024-12-05T14:29:10,CLI-00081,PROD-0045,App Mobile,2,480.32
VND-0007348,2024-12-05T14:55:46,CLI-00011,PROD-0029,Site,1,528.6
VND-0014909,2024-12-05T15:04:37,CLI-00233,PROD-0072,App Mobile,3,509.44
VND-0014444,2024-12-05T16:18:01,CLI-00059,PROD-0019,Midia Paga,1,4067.08
VND-0000240,2024-12-05T16:21:21,CLI-00052,PROD-0012,Organico,1,5604.09
VND-0013227,2024-12-05T16:33:52,CLI-00034,PROD-0005,Site,1,3538.81
VND-0014119,2024-12-05T16:43:16,CLI-00068,PROD-0059,Site,1,99.46
VND-0012496,2024-12-05T16:53:29,CLI-00069,PROD-0001,App Mobile,2,2928.1
VND-0003417,2024-12-05T19:12:10,CLI-00046,PROD-0075,Midia Paga,1,281.48
VND-0014245,2024-12-05T19:31:56,CLI-00043,PROD-0033,Organico,1,365.72
VND-0005616,2024-12-05T21:41:22,CLI-00083,PROD-0037,App Mobile,5,871.77
VND-0012746,2024-12-05T22:43:27,CLI-00052,PROD-0061,Midia Paga,2,59.0
VND-0004631,2024-12-05T23:13:13,CLI-00163,PROD-0055,Email Marketing,3,48.42
VND-0004406,2024-12-05T23:41:23,CLI-00096,PROD-0037,Midia Paga,4,993.55
VND-0006389,2024-12-05T23:58:08,CLI-00005,PROD-0017,Midia Paga,1,2746.7
VND-0003976,2024-12-06T01:36:37,CLI-00005,PROD-0065,Marketplace,4,173.09
VND-0006524,2024-12-06T02:12:15,CLI-00021,PROD-0023,Email Marketing,1,389.06
VND-0000380,2024-12-06T02:27:56,CLI-00014,PROD-0074,Midia Paga,1,198.5
VND-0012262,2024-12-06T02:51:53,CLI-00028,PROD-0065,App Mobile,2,133.34
VND-0009666,2024-12-06T06:18:47,CLI-00259,PROD-0034,App Mobile,1,376.51
VND-0014819,2024-12-06T06:52:21,CLI-00075,PROD-0074,App Mobile,1,209.21
VND-0005681,2024-12-06T07:25:11,CLI-00409,PROD-0020,App Mobile,1,6720.72
VND-0013001,2024-12-06T08:11:44,CLI-00020,PROD-0012,Organico,2,5821.78
VND-0006557,2024-12-06T08:14:14,CLI-00005,PROD-0048,Loja Física,2,232.39
VND-0013972,2024-12-06T09:31:36,CLI-00054,PROD-0015,Marketplace,2,2782.98
VND-0009834,2024-12-06T09:37:13,CLI-00451,PROD-0073,Midia Paga,1,367.94
VND-0005288,2024-12-06T10:13:40,CLI-00053,PROD-0031,Marketplace,3,607.18
VND-0002579,2024-12-06T10:48:11,CLI-00053,PROD-0023,Marketplace,2,417.8
VND-0011351,2024-12-06T11:03:38,CLI-00097,PROD-0035,Site,1,618.06
VND-0014804,2024-12-06T11:06:08,CLI-00095,PROD-0004,Site,1,3586.46
VND-0011274,2024-12-06T11:57:03,CLI-00020,PROD-0073,Redes Sociais,1,383.0
VND-0011936,2024-12-06T11:59:31,CLI-00175,PROD-0074,App Mobile,2,226.1
VND-0001793,2024-12-06T12:12:28,CLI-00162,PROD-0004,Site,2,3269.71
VND-0003152,2024-12-06T13:29:30,CLI-00006,PROD-0030,Marketplace,1,56.91
VND-0006009,2024-12-06T13:37:55,CLI-00007,PROD-0077,Midia Paga,2,188.23
VND-0001950,2024-12-06T15:54:42,CLI-00082,PROD-0019,Midia Paga,1,3987.5
VND-0013346,2024-12-06T16:14:24,CLI-00023,PROD-0072,Midia Paga,1,413.53
VND-0005819,2024-12-06T16:34:14,CLI-00193,PROD-0033,App Mobile,1,394.42
VND-0000939,2024-12-06T16:37:50,CLI-00105,PROD-0008,Email Marketing,1,1466.62
VND-0010068,2024-12-06T17:16:01,CLI-00042,PROD-0041,App Mobile,1,191.68
VND-0010526,2024-12-06T17:21:41,CLI-00052,PROD-0035,Midia Paga,3,783.64
VND-0013082,2024-12-06T17:49:25,CLI-00044,PROD-0029,Site,1,630.64
VND-0008792,2024-12-06T18:12:34,CLI-00422,PROD-0044,Loja Física,3,388.13
VND-0003676,2024-12-06T18:23:52,CLI-00095,PROD-0032,Site,3,1036.75
VND-0007841,2024-12-06T18:50:51,CLI-00338,PROD-0063,App Mobile,1,200.22
VND-0000591,2024-12-06T19:20:22,CLI-00048,PROD-0024,Site,1,335.95
VND-0006927,2024-12-06T19:25:21,CLI-00057,PROD-0033,App Mobile,1,358.33
VND-0000050,2024-12-06T19:44:22,CLI-00001,PROD-0012,Midia Paga,5,6275.88
VND-0002740,2024-12-06T19:46:01,CLI-00011,PROD-0019,Organico,3,4968.03
VND-0000953,2024-12-06T22:08:59,CLI-00033,PROD-0061,Site,1,73.67
VND-0012933,2024-12-06T22:19:48,CLI-00043,PROD-0064,Redes Sociais,4,223.29
VND-0011005,2024-12-06T22:33:41,CLI-00012,PROD-0026,Site,1,148.63
VND-0007006,2024-12-06T23:12:36,CLI-00012,PROD-0050,Organico,2,440.93
VND-0008666,2024-12-07T01:44:11,CLI-00086,PROD-0006,Midia Paga,1,439.9
VND-0013311,2024-12-07T04:53:06,CLI-00011,PROD-0002,App Mobile,1,3920.87
VND-0003807,2024-12-07T09:00:42,CLI-00003,PROD-0026,WhatsApp,1,163.24
VND-0000138,2024-12-07T09:06:05,CLI-00035,PROD-0073,Marketplace,1,366.03
VND-0000657,2024-12-07T09:21:10,CLI-00087,PROD-0027,Midia Paga,3,155.43
VND-0014875,2024-12-07T10:02:45,CLI-00487,PROD-0062,Site,1,116.53
VND-0013718,2024-12-07T10:44:41,CLI-00340,PROD-0025,Email Marketing,3,151.77
VND-0002010,2024-12-07T10:46:19,CLI-00472,PROD-0022,Site,1,119.19
VND-0011736,2024-12-07T10:50:03,CLI-00131,PROD-0023,App Mobile,1,378.87
VND-0009026,2024-12-07T10:53:52,CLI-00097,PROD-0076,Loja Física,4,391.34
VND-0011595,2024-12-07T11:01:02,CLI-00056,PROD-0013,Midia Paga,3,4979.4
VND-0013319,2024-12-07T11:21:26,CLI-00444,PROD-0077,Site,2,213.58
VND-0006771,2024-12-07T11:49:43,CLI-00077,PROD-0006,Organico,2,431.69
VND-0000526,2024-12-07T11:49:49,CLI-00059,PROD-0036,Site,2,331.34
VND-0001232,2024-12-07T12:17:25,CLI-00038,PROD-0013,Midia Paga,1,5407.62
VND-0002825,2024-12-07T12:30:01,CLI-00383,PROD-0046,App Mobile,2,683.25
VND-0003276,2024-12-07T13:07:11,CLI-00074,PROD-0034,Site,1,375.5
VND-0009328,2024-12-07T14:12:26,CLI-00355,PROD-0064,Email Marketing,2,252.09
VND-0013244,2024-12-07T14:15:33,CLI-00248,PROD-0056,Midia Paga,2,26.71
VND-0008195,2024-12-07T14:31:33,CLI-00057,PROD-0020,Midia Paga,2,7217.94
VND-0012328,2024-12-07T14:37:50,CLI-00477,PROD-0068,Midia Paga,4,93.65
VND-0011055,2024-12-07T14:59:15,CLI-00054,PROD-0043,App Mobile,1,767.4
VND-0010846,2024-12-07T15:10:15,CLI-00030,PROD-0001,App Mobile,4,2685.88
VND-0007946,2024-12-07T15:32:38,CLI-00034,PROD-0073,Midia Paga,1,462.3
VND-0013098,2024-12-07T15:40:09,CLI-00029,PROD-0010,App Mobile,1,3270.36
VND-0006436,2024-12-07T15:40:47,CLI-00150,PROD-0080,Midia Paga,2,67.87
VND-0008570,2024-12-07T15:52:12,CLI-00102,PROD-0004,App Mobile,1,3368.82
VND-0001747,2024-12-07T15:54:15,CLI-00185,PROD-0063,Site,1,203.07
VND-0005205,2024-12-07T16:04:29,CLI-00458,PROD-0004,Site,3,3155.42
VND-0009277,2024-12-07T16:12:01,CLI-00099,PROD-0075,App Mobile,1,259.3
VND-0004791,2024-12-07T16:34:37,CLI-00045,PROD-0038,Midia Paga,1,90.15
VND-0002189,2024-12-07T16:36:38,CLI-00095,PROD-0001,App Mobile,1,3196.66
VND-0009361,2024-12-07T17:42:32,CLI-00024,PROD-0068,Marketplace,2,95.04
VND-0003016,2024-12-07T18:44:08,CLI-00086,PROD-0050,Marketplace,3,393.94
VND-0008021,2024-12-07T19:50:19,CLI-00425,PROD-0074,App Mobile,1,225.89
